17-04-20,00:00:05,account, currency, amount, realisedPnl, unrealisedPnl, indicativeTax, unrealisedProfit, walletBalance, marginBalance, marginLeverage, marginUsedPcnt, availableMargin, withdrawableMargin
17-04-20,00:22:04,1350858, XBt, 6578593, 62092, 0, 0, 0, 6640685, 6640685, 0, 0.2808, 4775898, 4775898
17-04-20,00:26:31,1350858, XBt, 6578593, 62449, 808, 0, 0, 6641042, 6641850, 0.21502141722562237, 0.2807, 4777326, 4777326
17-04-20,00:26:36,1350858, XBt, 6578593, 62449, 303, 0, 0, 6641042, 6641345, 0.2151138060136915, 0.2807, 4777326, 4777326
17-04-20,00:26:41,1350858, XBt, 6578593, 62449, 505, 0, 0, 6641042, 6641547, 0.21507684881248298, 0.2807, 4777326, 4777326
17-04-20,00:26:51,1350858, XBt, 6578593, 62449, 404, 0, 0, 6641042, 6641446, 0.21509532713207336, 0.2807, 4777326, 4777326
17-04-20,00:26:56,1350858, XBt, 6578593, 62449, 707, 0, 0, 6641042, 6641749, 0.21503989385928315, 0.2807, 4777326, 4777326
17-04-20,00:27:02,1350858, XBt, 6578593, 62449, 909, 0, 0, 6641042, 6641951, 0.21500294115388685, 0.2807, 4777326, 4777326
17-04-20,00:27:06,1350858, XBt, 6578593, 62449, 808, 0, 0, 6641042, 6641850, 0.21502141722562237, 0.2807, 4777326, 4777326
17-04-20,00:27:11,1350858, XBt, 6578593, 62449, 707, 0, 0, 6641042, 6641749, 0.21503989385928315, 0.2807, 4777326, 4777326
17-04-20,00:27:16,1350858, XBt, 6578593, 62449, 808, 0, 0, 6641042, 6641850, 0.21502141722562237, 0.2807, 4777326, 4777326
17-04-20,00:27:21,1350858, XBt, 6578593, 62449, 707, 0, 0, 6641042, 6641749, 0.21503989385928315, 0.2807, 4777326, 4777326
17-04-20,00:27:26,1350858, XBt, 6578593, 62449, 909, 0, 0, 6641042, 6641951, 0.21500294115388685, 0.2807, 4777326, 4777326
17-04-20,00:27:31,1350858, XBt, 6578593, 62449, 101, 0, 0, 6641042, 6641143, 0.2151507654631138, 0.2806, 4777326, 4777326
17-04-20,00:27:36,1350858, XBt, 6578593, 62449, 202, 0, 0, 6641042, 6641244, 0.2151322854573631, 0.2807, 4777326, 4777326
17-04-20,00:27:41,1350858, XBt, 6578593, 62449, 808, 0, 0, 6641042, 6641850, 0.21502141722562237, 0.2807, 4777326, 4777326
17-04-20,00:27:46,1350858, XBt, 6578593, 62449, 707, 0, 0, 6641042, 6641749, 0.21503989385928315, 0.2807, 4777326, 4777326
17-04-20,00:27:51,1350858, XBt, 6578593, 62449, 1010, 0, 0, 6641042, 6642052, 0.21498446564405096, 0.2807, 4777326, 4777326
17-04-20,00:28:06,1350858, XBt, 6578593, 62449, 808, 0, 0, 6641042, 6641850, 0.21502141722562237, 0.2807, 4777326, 4777326
17-04-20,00:28:11,1350858, XBt, 6578593, 62449, 707, 0, 0, 6641042, 6641749, 0.21503989385928315, 0.2807, 4777326, 4777326
17-04-20,00:28:21,1350858, XBt, 6578593, 62449, 1515, 0, 0, 6641042, 6642557, 0.21489209652246868, 0.2808, 4777326, 4777326
17-04-20,00:28:26,1350858, XBt, 6578593, 62449, 1414, 0, 0, 6641042, 6642456, 0.21491056922319093, 0.2808, 4777326, 4777326
17-04-20,00:28:36,1350858, XBt, 6578593, 62449, 1212, 0, 0, 6641042, 6642254, 0.2149475163099755, 0.2808, 4777326, 4777326
17-04-20,00:28:51,1350858, XBt, 6578593, 62449, 707, 0, 0, 6641042, 6641749, 0.21503989385928315, 0.2807, 4777326, 4777326
17-04-20,00:29:16,1350858, XBt, 6578593, 62449, 606, 0, 0, 6641042, 6641648, 0.2150583710548948, 0.2807, 4777326, 4777326
17-04-20,00:29:37,1350858, XBt, 6578593, 62449, 909, 0, 0, 6641042, 6641951, 0.21500294115388685, 0.2807, 4777326, 4777326
17-04-20,00:30:07,1350858, XBt, 6578593, 62449, 1010, 0, 0, 6641042, 6642052, 0.21498446564405096, 0.2807, 4777326, 4777326
17-04-20,00:30:08,1350858, XBt, 6578593, 63210, 0, 0, 0, 6641803, 6641803, 0, 0.2783, 4793460, 4793460
17-04-20,00:30:12,1350858, XBt, 6578593, 63210, 0, 0, 0, 6641803, 6641803, 0, 0, 6641803, 6641803
17-04-20,00:30:13,1350858, XBt, 6578593, 63210, 0, 0, 0, 6641803, 6641803, 0, 0.2033, 5291575, 5291575
17-04-20,00:33:29,1350858, XBt, 6578593, 63467, -73, 0, 0, 6642060, 6641987, 0.15507859319808967, 0.2031, 5293164, 5293164
17-04-20,00:33:32,1350858, XBt, 6578593, 63467, -438, 0, 0, 6642060, 6641622, 0.15503215931289074, 0.2031, 5292725, 5292725
17-04-20,00:33:34,1350858, XBt, 6578593, 63467, -438, 0, 0, 6642060, 6641622, 0.15503215931289074, 0.1865, 5403290, 5403290
17-04-20,00:33:35,1350858, XBt, 6578593, 63467, -438, 0, 0, 6642060, 6641622, 0.15503215931289074, 0.1865, 5403291, 5403291
17-04-20,00:33:36,1350858, XBt, 6578593, 63467, -657, 0, 0, 6642060, 6641403, 0.15500429653192255, 0.1865, 5403071, 5403071
17-04-20,00:33:41,1350858, XBt, 6578593, 63467, -584, 0, 0, 6642060, 6641476, 0.15501358432974838, 0.1865, 5403145, 5403145
17-04-20,00:33:46,1350858, XBt, 6578593, 63467, -876, 0, 0, 6642060, 6641184, 0.15497643191334556, 0.1865, 5402852, 5402852
17-04-20,00:33:51,1350858, XBt, 6578593, 63467, -1022, 0, 0, 6642060, 6641038, 0.15495785447997737, 0.1865, 5402706, 5402706
17-04-20,00:34:11,1350858, XBt, 6578593, 63467, -1168, 0, 0, 6642060, 6640892, 0.1549392762297595, 0.1865, 5402559, 5402559
17-04-20,00:34:21,1350858, XBt, 6578593, 63467, -1241, 0, 0, 6642060, 6640819, 0.1549299867983151, 0.1865, 5402486, 5402486
17-04-20,00:34:26,1350858, XBt, 6578593, 63467, -1314, 0, 0, 6642060, 6640746, 0.15492069716263807, 0.1865, 5402413, 5402413
17-04-20,00:34:31,1350858, XBt, 6578593, 63467, -1387, 0, 0, 6642060, 6640673, 0.15491140732272166, 0.1865, 5402340, 5402340
17-04-20,00:34:36,1350858, XBt, 6578593, 63467, -1533, 0, 0, 6642060, 6640527, 0.15489282703014384, 0.1865, 5402194, 5402194
17-04-20,00:34:46,1350858, XBt, 6578593, 63467, -1606, 0, 0, 6642060, 6640454, 0.15488353657746895, 0.1865, 5402121, 5402121
17-04-20,00:34:56,1350858, XBt, 6578593, 63467, -1168, 0, 0, 6642060, 6640892, 0.1549392762297595, 0.1865, 5402560, 5402560
17-04-20,00:35:01,1350858, XBt, 6578593, 63467, -1095, 0, 0, 6642060, 6640965, 0.15494856545697802, 0.1865, 5402633, 5402633
17-04-20,00:35:06,1350858, XBt, 6578593, 63467, -949, 0, 0, 6642060, 6641111, 0.15496714329876432, 0.1865, 5402779, 5402779
17-04-20,00:35:11,1350858, XBt, 6578593, 63467, -1022, 0, 0, 6642060, 6641038, 0.15495785447997737, 0.1865, 5402705, 5402705
17-04-20,00:35:16,1350858, XBt, 6578593, 63467, -1022, 0, 0, 6642060, 6641038, 0.15495785447997737, 0.1865, 5402706, 5402706
17-04-20,00:35:21,1350858, XBt, 6578593, 63467, -949, 0, 0, 6642060, 6641111, 0.15496714329876432, 0.1865, 5402779, 5402779
17-04-20,00:35:26,1350858, XBt, 6578593, 63467, -1095, 0, 0, 6642060, 6640965, 0.15494856545697802, 0.1865, 5402632, 5402632
17-04-20,00:35:36,1350858, XBt, 6578593, 63467, -1168, 0, 0, 6642060, 6640892, 0.1549392762297595, 0.1865, 5402559, 5402559
17-04-20,00:35:41,1350858, XBt, 6578593, 63467, -1168, 0, 0, 6642060, 6640892, 0.1549392762297595, 0.1865, 5402560, 5402560
17-04-20,00:35:46,1350858, XBt, 6578593, 63467, -949, 0, 0, 6642060, 6641111, 0.15496714329876432, 0.1865, 5402779, 5402779
17-04-20,00:35:56,1350858, XBt, 6578593, 63467, -1022, 0, 0, 6642060, 6641038, 0.15495785447997737, 0.1865, 5402705, 5402705
17-04-20,00:36:06,1350858, XBt, 6578593, 63467, -1095, 0, 0, 6642060, 6640965, 0.15494856545697802, 0.1865, 5402632, 5402632
17-04-20,00:36:11,1350858, XBt, 6578593, 63467, -1095, 0, 0, 6642060, 6640965, 0.15494856545697802, 0.1865, 5402633, 5402633
17-04-20,00:36:16,1350858, XBt, 6578593, 63467, -1022, 0, 0, 6642060, 6641038, 0.15495785447997737, 0.1865, 5402706, 5402706
17-04-20,00:36:26,1350858, XBt, 6578593, 63467, -949, 0, 0, 6642060, 6641111, 0.15496714329876432, 0.1865, 5402779, 5402779
17-04-20,00:36:41,1350858, XBt, 6578593, 63467, -1022, 0, 0, 6642060, 6641038, 0.15495785447997737, 0.1865, 5402705, 5402705
17-04-20,00:36:46,1350858, XBt, 6578593, 63467, -876, 0, 0, 6642060, 6641184, 0.15497643191334556, 0.1865, 5402852, 5402852
17-04-20,00:36:51,1350858, XBt, 6578593, 63467, -803, 0, 0, 6642060, 6641257, 0.15498572032372787, 0.1865, 5402926, 5402926
17-04-20,00:36:56,1350858, XBt, 6578593, 63467, -730, 0, 0, 6642060, 6641330, 0.15499500852991796, 0.1865, 5402999, 5402999
17-04-20,00:37:01,1350858, XBt, 6578593, 63467, -657, 0, 0, 6642060, 6641403, 0.15500429653192255, 0.1865, 5403072, 5403072
17-04-20,00:37:11,1350858, XBt, 6578593, 63467, -511, 0, 0, 6642060, 6641549, 0.1550228719234022, 0.1865, 5403218, 5403218
17-04-20,00:37:16,1350858, XBt, 6578593, 63467, -584, 0, 0, 6642060, 6641476, 0.15501358432974838, 0.1865, 5403144, 5403144
17-04-20,00:37:21,1350858, XBt, 6578593, 63467, -292, 0, 0, 6642060, 6641768, 0.15505073347939885, 0.1864, 5403437, 5403437
17-04-20,00:37:22,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0.1848, 5415361, 5415361
17-04-20,00:37:27,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:40,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:40,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:40,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:40,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:41,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:41,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:41,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:41,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:42,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:42,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:42,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,06:27:42,1350858, XBt, 6578593, 64016, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,12:00:12,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,12:00:12,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,12:00:12,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,12:00:13,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0, 6642609, 6642609
17-04-20,13:44:04,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0.2802, 4781618, 4781618
17-04-20,13:44:04,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0.2802, 4781618, 4781618
17-04-20,13:44:04,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0.2802, 4781618, 4781618
17-04-20,13:44:04,1350858, XBt, 6642609, 0, 0, 0, 0, 6642609, 6642609, 0, 0.2802, 4781618, 4781618
17-04-20,13:57:12,1350858, XBt, 6642609, 354, -600, 0, 0, 6642963, 6642363, 0.21359868468495324, 0.2798, 4783815, 4783815
17-04-20,13:57:12,1350858, XBt, 6642609, 354, -600, 0, 0, 6642963, 6642363, 0.21359868468495324, 0.2798, 4783815, 4783815
17-04-20,13:57:12,1350858, XBt, 6642609, 354, -600, 0, 0, 6642963, 6642363, 0.21359868468495324, 0.2798, 4783815, 4783815
17-04-20,13:57:13,1350858, XBt, 6642609, 354, -600, 0, 0, 6642963, 6642363, 0.21359868468495324, 0.2798, 4783815, 4783815
17-04-20,13:57:16,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2799, 4782814, 4782814
17-04-20,13:57:16,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2799, 4782814, 4782814
17-04-20,13:57:16,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2799, 4782814, 4782814
17-04-20,13:57:16,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2799, 4782814, 4782814
17-04-20,13:57:17,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:17,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:17,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:17,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:21,1350858, XBt, 6642609, 354, -800, 0, 0, 6642963, 6642163, 0.21357500561187673, 0.2568, 4936257, 4936257
17-04-20,13:57:21,1350858, XBt, 6642609, 354, -800, 0, 0, 6642963, 6642163, 0.21357500561187673, 0.2568, 4936257, 4936257
17-04-20,13:57:21,1350858, XBt, 6642609, 354, -800, 0, 0, 6642963, 6642163, 0.21357500561187673, 0.2568, 4936257, 4936257
17-04-20,13:57:21,1350858, XBt, 6642609, 354, -800, 0, 0, 6642963, 6642163, 0.21357500561187673, 0.2568, 4936257, 4936257
17-04-20,13:57:26,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:26,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:26,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:26,1350858, XBt, 6642609, 354, -1000, 0, 0, 6642963, 6641963, 0.21355132511277164, 0.2568, 4936056, 4936056
17-04-20,13:57:31,1350858, XBt, 6642609, 354, -1100, 0, 0, 6642963, 6641863, 0.2135394843284181, 0.2568, 4935956, 4935956
17-04-20,13:57:31,1350858, XBt, 6642609, 354, -1100, 0, 0, 6642963, 6641863, 0.2135394843284181, 0.2568, 4935956, 4935956
17-04-20,13:57:31,1350858, XBt, 6642609, 354, -1100, 0, 0, 6642963, 6641863, 0.2135394843284181, 0.2568, 4935956, 4935956
17-04-20,13:57:31,1350858, XBt, 6642609, 354, -1100, 0, 0, 6642963, 6641863, 0.2135394843284181, 0.2568, 4935956, 4935956
17-04-20,13:57:36,1350858, XBt, 6642609, 354, -1200, 0, 0, 6642963, 6641763, 0.2135276431875091, 0.2568, 4935855, 4935855
17-04-20,13:57:36,1350858, XBt, 6642609, 354, -1200, 0, 0, 6642963, 6641763, 0.2135276431875091, 0.2568, 4935855, 4935855
17-04-20,13:57:36,1350858, XBt, 6642609, 354, -1200, 0, 0, 6642963, 6641763, 0.2135276431875091, 0.2568, 4935855, 4935855
17-04-20,13:57:36,1350858, XBt, 6642609, 354, -1200, 0, 0, 6642963, 6641763, 0.2135276431875091, 0.2568, 4935855, 4935855
17-04-20,13:57:41,1350858, XBt, 6642609, 354, -1400, 0, 0, 6642963, 6641563, 0.2135039598359603, 0.2569, 4935655, 4935655
17-04-20,13:57:41,1350858, XBt, 6642609, 354, -1400, 0, 0, 6642963, 6641563, 0.2135039598359603, 0.2569, 4935655, 4935655
17-04-20,13:57:41,1350858, XBt, 6642609, 354, -1400, 0, 0, 6642963, 6641563, 0.2135039598359603, 0.2569, 4935655, 4935655
17-04-20,13:57:41,1350858, XBt, 6642609, 354, -1400, 0, 0, 6642963, 6641563, 0.2135039598359603, 0.2569, 4935655, 4935655
17-04-20,13:57:46,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:57:46,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:57:46,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:57:46,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:57:51,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933354, 4933354
17-04-20,13:57:51,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933354, 4933354
17-04-20,13:57:51,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933354, 4933354
17-04-20,13:57:51,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933354, 4933354
17-04-20,13:57:56,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933355, 4933355
17-04-20,13:57:56,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933355, 4933355
17-04-20,13:57:56,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933355, 4933355
17-04-20,13:57:56,1350858, XBt, 6642609, 354, -3700, 0, 0, 6642963, 6639263, 0.21323149873713393, 0.2569, 4933355, 4933355
17-04-20,13:58:01,1350858, XBt, 6642609, 354, -3400, 0, 0, 6642963, 6639563, 0.21326704784637182, 0.2569, 4933655, 4933655
17-04-20,13:58:01,1350858, XBt, 6642609, 354, -3400, 0, 0, 6642963, 6639563, 0.21326704784637182, 0.2569, 4933655, 4933655
17-04-20,13:58:01,1350858, XBt, 6642609, 354, -3400, 0, 0, 6642963, 6639563, 0.21326704784637182, 0.2569, 4933655, 4933655
17-04-20,13:58:01,1350858, XBt, 6642609, 354, -3400, 0, 0, 6642963, 6639563, 0.21326704784637182, 0.2569, 4933655, 4933655
17-04-20,13:58:06,1350858, XBt, 6642609, 354, -3200, 0, 0, 6642963, 6639763, 0.21329074546787288, 0.2569, 4933855, 4933855
17-04-20,13:58:06,1350858, XBt, 6642609, 354, -3200, 0, 0, 6642963, 6639763, 0.21329074546787288, 0.2569, 4933855, 4933855
17-04-20,13:58:06,1350858, XBt, 6642609, 354, -3200, 0, 0, 6642963, 6639763, 0.21329074546787288, 0.2569, 4933855, 4933855
17-04-20,13:58:06,1350858, XBt, 6642609, 354, -3200, 0, 0, 6642963, 6639763, 0.21329074546787288, 0.2569, 4933855, 4933855
17-04-20,13:58:11,1350858, XBt, 6642609, 354, -3100, 0, 0, 6642963, 6639863, 0.2133025937432745, 0.2569, 4933955, 4933955
17-04-20,13:58:11,1350858, XBt, 6642609, 354, -3100, 0, 0, 6642963, 6639863, 0.2133025937432745, 0.2569, 4933955, 4933955
17-04-20,13:58:11,1350858, XBt, 6642609, 354, -3100, 0, 0, 6642963, 6639863, 0.2133025937432745, 0.2569, 4933955, 4933955
17-04-20,13:58:11,1350858, XBt, 6642609, 354, -3100, 0, 0, 6642963, 6639863, 0.2133025937432745, 0.2569, 4933955, 4933955
17-04-20,13:58:21,1350858, XBt, 6642609, 354, -2900, 0, 0, 6642963, 6640063, 0.21332628922346067, 0.2569, 4934155, 4934155
17-04-20,13:58:21,1350858, XBt, 6642609, 354, -2900, 0, 0, 6642963, 6640063, 0.21332628922346067, 0.2569, 4934155, 4934155
17-04-20,13:58:21,1350858, XBt, 6642609, 354, -2900, 0, 0, 6642963, 6640063, 0.21332628922346067, 0.2569, 4934155, 4934155
17-04-20,13:58:21,1350858, XBt, 6642609, 354, -2900, 0, 0, 6642963, 6640063, 0.21332628922346067, 0.2569, 4934155, 4934155
17-04-20,13:58:26,1350858, XBt, 6642609, 354, -2800, 0, 0, 6642963, 6640163, 0.21333813642827743, 0.2569, 4934255, 4934255
17-04-20,13:58:26,1350858, XBt, 6642609, 354, -2800, 0, 0, 6642963, 6640163, 0.21333813642827743, 0.2569, 4934255, 4934255
17-04-20,13:58:26,1350858, XBt, 6642609, 354, -2800, 0, 0, 6642963, 6640163, 0.21333813642827743, 0.2569, 4934255, 4934255
17-04-20,13:58:27,1350858, XBt, 6642609, 354, -2800, 0, 0, 6642963, 6640163, 0.21333813642827743, 0.2569, 4934255, 4934255
17-04-20,13:58:31,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:58:31,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:58:31,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:58:31,1350858, XBt, 6642609, 354, -2700, 0, 0, 6642963, 6640263, 0.2133499832762648, 0.2569, 4934355, 4934355
17-04-20,13:58:36,1350858, XBt, 6642609, 354, -3000, 0, 0, 6642963, 6639963, 0.21331444166179842, 0.2569, 4934054, 4934054
17-04-20,13:58:36,1350858, XBt, 6642609, 354, -3000, 0, 0, 6642963, 6639963, 0.21331444166179842, 0.2569, 4934054, 4934054
17-04-20,13:58:36,1350858, XBt, 6642609, 354, -3000, 0, 0, 6642963, 6639963, 0.21331444166179842, 0.2569, 4934054, 4934054
17-04-20,13:58:36,1350858, XBt, 6642609, 354, -3000, 0, 0, 6642963, 6639963, 0.21331444166179842, 0.2569, 4934054, 4934054
17-04-20,13:58:41,1350858, XBt, 6642609, 354, -2400, 0, 0, 6642963, 6640563, 0.21338552167941183, 0.2569, 4934655, 4934655
17-04-20,13:58:41,1350858, XBt, 6642609, 354, -2400, 0, 0, 6642963, 6640563, 0.21338552167941183, 0.2569, 4934655, 4934655
17-04-20,13:58:41,1350858, XBt, 6642609, 354, -2400, 0, 0, 6642963, 6640563, 0.21338552167941183, 0.2569, 4934655, 4934655
17-04-20,13:58:41,1350858, XBt, 6642609, 354, -2400, 0, 0, 6642963, 6640563, 0.21338552167941183, 0.2569, 4934655, 4934655
17-04-20,13:58:46,1350858, XBt, 6642609, 354, -2300, 0, 0, 6642963, 6640663, 0.21339736710024285, 0.2569, 4934756, 4934756
17-04-20,13:58:46,1350858, XBt, 6642609, 354, -2300, 0, 0, 6642963, 6640663, 0.21339736710024285, 0.2569, 4934756, 4934756
17-04-20,13:58:46,1350858, XBt, 6642609, 354, -2300, 0, 0, 6642963, 6640663, 0.21339736710024285, 0.2569, 4934756, 4934756
17-04-20,13:58:46,1350858, XBt, 6642609, 354, -2300, 0, 0, 6642963, 6640663, 0.21339736710024285, 0.2569, 4934756, 4934756
